cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,7f585b39e736,0,0,2012,0,0,0,0,0,1,0,0,2
7,7f585bab7f60,7f585b5df461,722,2315,0,0,0,0,0,0,0,0,0
2,7f585b396b20,7f585b397095,11,4800,0,0,0,0,0,1,0,0,2
2,7f585b39e39a,0,2,1830,0,0,0,0,0,0,0,0,0
2,7f585b39e799,7f585b39e7b3,0,1832,0,0,0,0,0,1,0,0,2
2,7f585b39679e,7f585b3967ab,160,3294,0,0,0,0,0,1,0,0,2
2,7f585b39e7dc,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f585b39e7d3,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f585b39e391,7f585b39e8f1,0,1832,0,0,0,0,0,1,0,0,2
3,7f585b3967d0,7f585b3abdf0,690,2764,0,0,0,0,0,1,0,0,2
2,7f585b39e3d6,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f585b39e7c8,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f585b39e3cc,0,0,1832,0,0,0,0,0,0,0,0,0
3,7f585b3967c2,7f585b3abdf0,331,3123,0,0,0,0,0,1,0,0,2
7,7f585bab7f80,7f585b5df3ec,4331,4601,0,0,0,0,0,0,0,0,0
2,7f585b396785,7f585b396792,160,3294,0,0,0,0,0,1,0,0,2
2,7f585b39e784,7f585b39e4b7,0,2012,0,2,0,0,0,1,0,0,6
2,7f585b39e7bb,0,0,1832,0,0,0,0,0,0,0,0,0
3,7f585b39e3ba,7f585b3a7720,0,1832,0,0,0,0,0,1,0,0,2
2,7f585b3967fa,7f585b397756,21,938,0,0,0,0,0,1,0,0,2
2,7f585b39e3f7,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f585b39e7f5,0,0,1832,0,0,0,0,0,0,0,0,0
3,7f585b39e3ab,7f585b93ee90,2,1830,0,0,0,0,0,1,0,0,2
2,7f585b39e7eb,0,0,1832,0,0,0,0,0,1,0,0,2
2,7f585b3967ef,7f585b3974db,412,3042,1,27,0,0,0,1,0,0,56
7,7f585b39f3e3,7f585b3d3e2d,967,26046,0,0,0,0,0,0,0,0,0
2,7f585b39e3a2,0,2,1830,0,0,0,0,0,0,0,0,0
2,7f585b39e3e5,0,0,1832,0,0,0,0,0,0,0,0,0
3,7f585b391c1b,7f585b3c9f20,955,4419,0,0,0,0,0,1,0,0,2
2,7f585b39901b,7f585b3991a8,172,8859,2,10,0,0,0,1,0,0,22
2,7f585b39905f,0,62,8969,0,0,0,0,0,1,0,0,2
2,7f585b399010,7f585b3991b8,360,8671,3,22,0,0,0,1,0,0,46
7,7f585b93004c,7f585b3bf802,1,39,0,0,0,0,0,0,0,0,0
2,7f585b399043,7f585b399188,28,9003,0,0,0,0,0,1,0,0,2
5,7f585b930004,7f585b3bf3b0,253,60,0,0,0,0,0,1,0,0,2
3,7f585bab947b,7f585b35b6a0,16351,13878,0,0,0,0,0,1,0,0,2
2,7f585b39907b,0,45,4663,0,0,0,0,0,0,0,0,0
2,7f585b39903e,0,54,8977,0,0,0,0,0,0,0,0,0
3,7f585b399032,7f585b395c20,303,8728,0,0,0,0,0,1,0,0,2
3,7f585b391c77,7f585b3c9f50,210,5146,0,0,0,0,0,1,0,0,2
3,7f585b391c35,7f585b379b90,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b391435,7f585b3914b4,56,1262,0,0,0,0,0,1,0,0,2
7,7f585b930035,7f585b3bf802,0,273,0,0,0,0,0,0,0,0,0
3,7f585bab946b,7f585b596410,13114,17115,0,0,0,0,0,1,0,0,2
2,7f585b39906b,7f585b3990d0,61,8970,1,18,0,0,0,1,0,0,38
2,7f585b391c6a,0,0,1393,0,0,0,0,0,0,0,0,0
3,7f585b391c6c,7f585b379d10,0,1393,0,0,0,0,0,1,0,0,2
2,7f585b391c22,7f585b391c30,952,4422,0,7,0,0,0,1,0,0,16
2,7f585b391c61,7f585b391c74,1743,3613,0,4,0,0,0,23,0,0,54
3,7f585bab9460,7f585bab91e0,12018,18211,0,0,0,0,0,1,0,0,2
3,7f585b391c97,7f585b385820,1916,3440,0,0,0,0,0,82,0,0,164
2,7f585b399097,7f585b3990a6,46,8985,0,0,0,0,0,71,0,0,142
2,7f585b391c95,0,225,5131,0,0,0,0,0,0,0,0,0
2,7f585b3990d5,0,1,4322,0,0,0,0,0,0,0,0,0
3,7f585b3914c9,7f585babdeb0,0,1318,0,0,0,0,0,65,0,0,130
2,7f585b399089,0,46,8985,0,0,0,0,0,0,0,0,0
2,7f585bab9488,0,16340,13889,0,0,0,0,0,0,0,0,0
3,7f585b391c8c,7f585b385820,1916,3440,0,0,0,0,0,1,0,0,2
7,7f585b9300cc,7f585b3bf810,0,146,0,0,0,0,0,0,0,0,0
3,7f585b391c84,7f585b3e0680,1745,3611,0,0,0,0,0,1,0,0,2
5,7f585b930084,7f585b3bf3b0,280,33,0,0,0,0,0,1,0,0,2
7,7f585b9300b5,7f585b3bf810,0,167,0,0,0,0,0,0,0,0,0
2,7f585b391ca3,7f585b391cad,1747,3609,0,0,0,0,0,1,0,0,2
1,7f585b3914e2,7f585b379890,1261,57,0,0,0,0,36,2,0,0,4
2,7f585b3990e7,7f585b399081,1,4322,0,0,0,0,0,1,0,0,2
2,7f585bab9516,7f585bab9500,3916,9122,0,0,0,0,1,0,0,0,0
2,7f585bab9538,7f585bab9518,36,1357,0,0,0,0,0,1,0,0,2
2,7f585bab9533,7f585bab9510,244,14187,5,20,0,0,0,1,0,0,42
2,7f585b39919b,7f585b399057,62,8969,0,0,0,0,0,1,0,0,2
3,7f585b39918e,7f585babf710,7500,1531,0,0,0,0,0,1,0,0,2
1,7f585b3991c1,7f585b399016,159,6181,0,0,0,0,0,1,0,0,2
2,7f585bab91f3,0,12019,18210,0,0,0,0,0,0,0,0,0
1,7f585b3991b0,7f585b399021,205,4984,0,0,0,0,0,1,0,0,2
7,7f585b398de5,7f585b3d599f,0,180,0,0,0,2,0,0,0,0,4
7,7f585bab8253,7f585baca2fd,25,1807,0,0,0,0,0,0,0,0,0
2,7f585b391252,0,74,239,0,0,0,0,0,0,0,0,0
2,7f585bab924b,0,0,4,0,0,0,0,0,0,0,0,0
2,7f585bab9243,0,0,4,0,0,0,0,0,0,0,0,0
3,7f585b39127b,7f585b37c660,11,302,0,0,0,0,0,1,0,0,2
2,7f585b39123a,7f585b391248,74,239,0,0,0,0,0,1,0,0,2
3,7f585b391a7c,7f585b3a7720,0,50,0,0,0,0,0,1,0,0,2
2,7f585b391231,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b391271,7f585b3912d0,17,296,0,0,0,0,0,1,0,0,2
2,7f585b39122b,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b391a67,0,0,50,0,0,0,0,0,0,0,0,0
2,7f585b391ada,0,0,50,0,0,0,0,0,0,0,0,0
2,7f585b391a9d,0,0,50,0,0,0,0,0,0,0,0,0
1,7f585b3912d3,7f585b391273,88,225,0,0,0,0,0,1,0,0,2
2,7f585b391a8c,0,0,50,0,0,0,0,0,0,0,0,0
2,7f585b391282,0,12,301,0,0,0,0,0,1,0,0,2
2,7f585b391ac0,0,0,50,0,0,0,0,0,0,0,0,0
2,7f585b3912b6,0,0,313,0,0,0,0,0,0,0,0,0
2,7f585b391ab6,0,0,50,0,0,0,0,0,1,0,0,2
3,7f585b391aaa,7f585b385820,0,50,0,0,0,0,0,1,0,0,2
2,7f585bab92a3,0,0,4,0,0,0,0,0,0,0,0,0
3,7f585b3912a7,7f585b3bf3e0,4,309,0,0,0,0,0,1,0,0,2
1,7f585b391ae5,7f585b379890,0,50,0,0,0,0,0,1,0,0,2
2,7f585bab92a5,7f585bab9320,0,4,0,0,0,0,0,1,0,0,2
2,7f585b391aa4,7f585b391b48,0,50,0,0,0,0,0,1,0,0,2
2,7f585b391b52,7f585b391aaa,0,50,0,0,0,0,0,1,0,0,2
2,7f585bab9328,7f585bab9238,0,4,0,1,0,0,0,1,0,0,4
2,7f585bab9326,0,0,4,0,0,0,0,0,0,0,0,0
2,7f585b391f9f,0,0,5316,0,0,0,0,0,0,0,0,0
2,7f585b391f96,0,0,5316,0,0,0,0,0,0,0,0,0
2,7f585b391faf,7f585b391ff9,0,5316,0,0,0,0,0,1,0,0,2
2,7f585b391fa5,0,0,5316,0,0,0,0,0,0,0,0,0
2,7f585b930018,7f585b93002c,0,273,0,2,0,0,0,39,0,0,82
2,7f585b930009,7f585b930040,0,313,0,2,0,0,0,1,0,0,6
2,7f585b398c09,7f585b398c60,0,180,0,0,0,0,0,1,0,0,2
1,7f585b39884d,7f585b395cf4,337,4812,0,0,0,0,0,1,0,0,2
7,7f585b391c44,7f585b3db362,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b398c7b,7f585b398e98,1,179,0,0,0,0,0,1,0,0,2
2,7f585b390c7d,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b398c73,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b930076,7f585b92fa90,238,75,0,0,0,0,0,2,0,0,4
2,7f585b93002a,0,0,167,0,0,0,0,0,0,0,0,0
7,7f585b391c29,7f585b3dcc6a,0,3981,0,0,0,0,0,0,0,0,0
2,7f585b398c69,0,0,180,0,0,0,0,0,1,0,0,2
2,7f585b930068,0,1,312,0,0,0,0,0,0,0,0,0
4,7f585bab9498,7f585bab9530,3479,26750,0,0,114,182,0,1,0,0,366
2,7f585b390c98,7f585b390ee0,0,1393,0,0,0,0,0,294,0,0,588
2,7f585b930098,0,0,168,0,1,0,0,0,1,0,0,4
2,7f585b390cd3,0,4,1389,0,0,0,0,0,0,0,0,0
2,7f585b398c91,7f585b398cab,0,180,0,0,0,0,0,1,0,0,2
2,7f585b398cd6,7f585b398eb4,0,180,0,0,0,0,0,1,0,0,2
2,7f585b930089,7f585b9300c0,0,313,0,1,0,0,0,1,0,0,4
7,7f585b3990c9,7f585b3d3934,61,8970,0,0,1,5075,0,0,0,0,10150
2,7f585b390cc8,0,4,1389,0,0,0,0,0,0,0,0,0
2,7f585b398ccc,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b398c81,7f585b38d8e0,2,178,0,0,0,0,0,1,0,0,2
2,7f585b390c86,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b390cbf,0,4,1389,0,0,0,0,0,0,0,0,0
2,7f585b398cbf,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585b398cb3,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b390cf7,7f585b38e680,3,1390,0,0,0,0,0,69,0,0,138
3,7f585b390cb4,7f585b3a7720,0,1393,0,0,0,0,0,1,0,0,2
7,7f585b391cb4,7f585b3dda0d,56,5300,0,0,0,1393,0,0,0,0,2786
2,7f585b9300aa,0,0,167,0,0,0,0,0,0,0,0,0
2,7f585b390ca7,0,0,1393,0,0,0,0,0,0,0,0,0
2,7f585b390d5d,7f585b390d7e,51,1342,0,0,0,0,0,1,0,0,2
3,7f585b398d4e,7f585babe110,0,180,0,0,0,0,0,180,0,0,360
7,7f585bab950d,7f585babde38,6044,21086,0,0,8,16,0,0,0,0,32
2,7f585b398d00,7f585b398d35,0,180,0,0,0,0,0,1,0,0,2
7,7f585bab952b,7f585b3ca082,74,3025,0,0,0,0,0,0,0,0,0
3,7f585b390d2d,7f585b3a05f0,4,1389,0,0,0,0,0,1,0,0,2
2,7f585b390d22,0,1,1392,0,0,0,0,0,0,0,0,0
1,7f585b390dde,7f585b379890,20,1373,0,0,0,0,0,1,0,0,2
3,7f585b398dd2,7f585babf710,0,180,0,0,0,0,0,1,0,0,2
3,7f585b390d8b,7f585babdbe0,1,1392,0,0,0,0,0,1,0,0,2
2,7f585b398dc1,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585bab81c6,7f585bab823c,27,1805,0,0,0,0,0,15,0,0,30
3,7f585b390db2,7f585b3ca010,3,1390,0,0,0,0,0,1,0,0,2
2,7f585b398db6,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585bab81ab,0,27,1805,0,0,0,0,0,0,0,0,0
2,7f585b398dad,0,0,180,0,0,0,0,0,1,0,0,2
2,7f585b390da0,0,12,1381,0,0,0,0,0,0,0,0,0
3,7f585bab81a0,7f585b3f0ac0,10,1822,0,0,0,0,0,1,0,0,2
1,7f585b3981a0,7f585b3969c5,0,308,0,0,0,0,0,1,0,0,2
2,7f585bab81a7,0,27,1805,0,0,0,0,0,0,0,0,0
7,7f585bab9257,7f585bab9465,0,4,0,0,0,0,0,0,0,0,0
4,7f585bab920d,7f585bab9260,18695,11534,0,0,0,1,0,1,0,0,4
7,7f585bab9278,7f585bab9465,7629,22596,0,0,0,0,0,0,0,0,0
3,7f585b398e9d,7f585b3c1e90,1,179,0,0,0,0,0,1,0,0,2
2,7f585b398ecb,7f585b398cf8,0,180,0,0,0,0,0,1,0,0,2
7,7f585b3912ca,0,0,313,0,0,0,313,0,0,0,0,626
3,7f585b398ec4,7f585bac5330,0,180,0,0,0,0,0,1,0,0,2
2,7f585b398ebb,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b390ee8,7f585babb370,17,1376,0,0,0,0,0,1,0,0,2
2,7f585b390eef,7f585b390c9e,0,1393,0,1,0,0,0,1,0,0,4
1,7f585b398ea7,7f585b398c81,1,179,0,0,0,0,0,1,0,0,2
2,7f585b390f05,7f585b390ca0,0,6,0,0,0,0,0,1,0,0,2
7,7f585b391fca,7f585b3d3e64,0,5316,0,0,0,345,0,0,0,0,690
2,7f585b398bfa,0,1,179,0,0,0,0,0,0,0,0,0
2,7f585b398bf1,0,1,179,0,0,0,0,0,0,0,0,0
2,7f585babb85b,0,161,489,0,0,0,0,0,0,0,0,0
2,7f585b39385d,0,4,176,0,0,0,0,0,0,0,0,0
2,7f585babb409,7f585babb470,16874,37246,16,31,0,0,0,1,0,0,64
2,7f585babb40f,0,1113,9195,0,0,0,0,0,0,0,0,0
2,7f585b39383e,0,4,176,0,0,0,0,0,0,0,0,0
3,7f585b393833,7f585b38ad30,0,180,0,0,0,0,0,1,0,0,2
3,7f585b393876,7f585bac3d00,4,176,0,0,0,0,0,3,0,0,6
2,7f585babb475,7f585babb411,13794,30018,3,468,0,0,0,1,0,0,938
2,7f585babb861,7f585babb8e1,157,493,0,0,0,0,0,17,0,0,34
2,7f585b393867,7f585b393872,4,176,0,0,0,0,0,1,0,0,2
2,7f585b393825,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585babb4db,0,498,2631,0,0,0,0,0,0,0,0,0
3,7f585b393890,7f585bac3d00,4,176,0,0,0,0,1,36,0,0,72
2,7f585b3938ce,0,4,176,0,0,0,0,0,0,0,0,0
3,7f585b393883,7f585bac3d00,4,176,0,0,0,0,0,1,0,0,2
2,7f585babb481,7f585babb413,9040,9994,0,0,0,0,0,1,0,0,2
2,7f585babb8f2,0,157,493,0,0,0,0,0,1,0,0,2
3,7f585b3938b1,7f585bac3d00,75,105,0,0,0,0,0,1,0,0,2
2,7f585babb4e1,7f585babb555,1163,1966,0,0,0,0,0,1,0,0,2
2,7f585babb8e5,0,157,493,0,0,0,0,0,0,0,0,0
2,7f585babb559,7f585babb5c0,788,2341,0,0,0,0,0,1,0,0,2
2,7f585babb91d,0,157,493,0,0,0,0,0,0,0,0,0
4,7f5863b12564,7f5863c7baf0,84,20,0,0,0,0,1,0,0,0,0
3,7f585b393911,7f585b3929c0,2,178,0,0,0,0,0,1,0,0,2
2,7f585babb917,0,157,493,0,0,0,0,0,0,0,0,0
2,7f585b393948,0,11,169,0,0,0,0,0,0,0,0,0
2,7f585babb90e,0,157,493,0,0,0,0,0,0,0,0,0
2,7f585b39394c,7f585b393989,11,169,0,0,0,0,0,1,0,0,2
7,7f585b39213d,7f585babd831,36,1796,0,0,0,0,0,0,0,0,0
2,7f585b39393d,0,11,169,0,0,0,0,0,0,0,0,0
2,7f585babb937,0,157,493,0,0,0,0,0,0,0,0,0
1,7f585b39396e,7f585b39380a,11,169,0,0,0,0,0,1,0,0,2
3,7f585b393927,7f585babdeb0,0,180,0,0,0,0,0,1,0,0,2
2,7f585b393965,0,11,169,0,0,0,0,0,0,0,0,0
7,7f585baba9db,7f585b56d9c5,0,326,0,0,0,0,0,0,0,0,0
2,7f585babb5d1,7f585babb563,204,1299,0,0,0,0,0,1,0,0,2
2,7f585b393996,7f585b39395e,11,169,0,0,0,0,0,1,0,0,2
2,7f585b39398f,0,11,169,0,0,0,0,0,0,0,0,0
2,7f585babb5c5,7f585babb561,932,2197,4,16,0,0,0,1,0,0,34
7,7f585b392a4c,7f585b393916,0,180,0,0,0,0,0,0,0,0,0
2,7f585babb631,7f585babb6b1,159,2367,0,0,0,0,0,53,0,0,106
2,7f585babba71,7f585babbae9,22,303,0,1,0,0,0,1,0,0,4
2,7f585babb62b,0,72,2454,0,0,0,0,0,0,0,0,0
2,7f585babba6b,0,10,315,0,0,0,0,0,0,0,0,0
2,7f585babb6dc,7f585babb738,145,1451,0,0,0,0,0,1,0,0,2
4,7f585baba6d5,7f585baba7e8,4577,22484,0,0,13,24,0,1,0,0,50
2,7f585babb6d4,0,51,1545,0,0,0,0,0,0,0,0,0
2,7f585babb6bf,7f585babb738,85,2441,0,4,0,0,0,1,0,0,10
7,7f585babaab6,7f585baca2b8,15,1817,0,0,1,5,0,0,0,0,10
2,7f585babb6b5,0,159,2367,0,0,0,0,0,0,0,0,0
2,7f585babbaed,7f585babbb60,9,316,0,0,0,0,0,1,0,0,2
7,7f585baba749,7f585b5510f2,4725,22336,0,0,0,0,0,0,0,0,0
2,7f585babbb65,7f585babbb80,2,323,0,0,0,0,0,6,0,0,12
3,7f585b3937d3,7f585b38e4c0,0,180,0,0,0,0,0,1,0,0,2
2,7f585babb391,7f585babb405,21334,32786,1,0,0,0,0,1,0,0,2
2,7f585babb38b,0,28403,25717,0,0,0,0,0,2,0,0,4
2,7f585b3937f9,7f585b393820,0,180,0,0,0,0,0,1,0,0,2
2,7f585b3937ed,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b3937e6,7f585b93f090,0,180,0,0,0,0,0,1,0,0,2
7,7f585b393818,7f585b3d577d,11,169,0,0,1,0,0,0,0,0,0
1,7f585baba818,7f585baba708,149,997,0,0,0,0,0,11,0,0,22
7,7f585babb41d,7f585b3aaf43,4467,49653,0,0,0,0,0,0,0,0,0
2,7f585baba812,7f585baba6fa,1139,6421,8,13,0,0,0,1,0,0,28
2,7f585b392017,0,0,5316,0,0,0,0,0,2,0,0,4
2,7f585b392009,0,0,5316,0,0,0,0,0,0,0,0,0
2,7f585baba803,0,1522,6038,0,0,0,0,0,0,0,0,0
2,7f585b392034,7f585b3920a0,0,5316,0,1,0,0,0,1,0,0,4
2,7f585baba8fd,0,0,325,0,0,0,0,0,0,0,0,0
2,7f585b3920af,7f585b391fc6,0,5316,0,0,0,0,0,1,0,0,2
3,7f585b3920a6,7f585b3abdf0,1152,4164,0,0,0,0,0,1,0,0,2
7,7f585babb952,7f585b56d1d4,0,650,0,0,0,0,0,0,0,0,0
1,7f585baba956,7f585baba690,3129,5307,0,0,0,0,0,1,0,0,2
1,7f585baba903,7f585baba708,0,325,0,0,0,0,0,1,0,0,2
2,7f585b39213b,0,36,1796,0,0,0,0,0,0,0,0,0
1,7f585baba93a,7f585baba761,2104,16060,0,0,0,0,0,1,0,0,2
7,7f585babb56d,7f585b5643e0,42,3087,0,0,0,0,0,0,0,0,0
2,7f585b3929dc,0,4,356,0,0,0,0,0,0,0,0,0
2,7f585baba9d2,0,0,326,0,0,0,0,0,0,0,0,0
2,7f585baba994,0,40,286,0,0,0,0,0,0,0,0,0
3,7f585baba9bf,7f585baba690,132,194,0,0,0,0,0,1,0,0,2
2,7f585b3929ed,7f585b392a02,2,178,0,0,0,0,0,1,0,0,2
3,7f585baba9ad,7f585b550340,0,326,0,0,0,0,0,1,0,0,2
2,7f585b3929e7,7f585b392a50,2,358,0,0,0,0,0,1,0,0,2
1,7f585b392a15,7f585bac1bb0,0,180,0,0,0,0,0,1,0,0,2
3,7f585b392a54,7f585b3929c0,2,178,0,0,0,0,0,1,0,0,2
3,7f585babaa79,7f585b35b6a0,18,1814,0,0,0,0,0,1,0,0,2
3,7f585babaa69,7f585b596410,1558,274,0,0,0,0,0,1,0,0,2
2,7f585b392a68,7f585b392a7d,0,180,0,0,0,0,0,1,0,0,2
2,7f585babaa61,0,1,1831,0,0,0,0,0,0,0,0,0
2,7f585b392add,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b392a8c,7f585bac3d00,75,105,0,0,0,0,0,1,0,0,2
3,7f585b392ac3,7f585bac3d00,178,2,0,0,0,0,4,1,0,0,2
3,7f585b392a80,7f585bac3d00,75,105,0,0,0,0,0,1,0,0,2
2,7f585baba6be,0,6506,20555,0,0,0,0,1,2,0,0,4
2,7f585baba6fd,7f585baba937,2751,15413,0,0,0,0,0,1,0,0,2
2,7f585baba6f0,7f585baba708,215,11841,0,49,0,0,0,1,0,0,100
2,7f585b392af7,0,0,180,0,0,0,0,0,0,0,0,0
2,7f585baba6ae,0,6821,20240,0,0,0,0,0,0,0,0,0
3,7f585b392aa1,7f585bac3d00,75,105,0,0,0,0,0,1,0,0,2
2,7f585baba6e7,7f585baba8f0,215,12166,0,3,0,0,0,1,0,0,8
2,7f585b392ae7,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585babaaa4,7f585baba690,77,1755,0,0,0,0,0,1,0,0,2
1,7f585b392b12,7f585b392a3b,0,180,0,0,0,0,0,1,0,0,2
2,7f585b392b0c,0,0,180,0,0,0,0,0,0,0,0,0
3,7f585b392b05,7f585bac1790,0,180,0,0,0,0,0,1,0,0,2
7,7f585babb744,7f585b55a2a8,40,2486,0,0,0,0,0,0,0,0,0
2,7f585baba77c,0,1662,16502,0,0,0,0,0,0,0,0,0
2,7f585baba732,0,1747,7150,0,0,0,0,0,0,0,0,0
2,7f585baba767,0,2104,16060,0,0,0,0,0,0,0,0,0
3,7f585baba727,7f585b5df550,1636,7261,0,0,0,0,0,1,0,0,2
7,7f585babbb99,7f585b561810,2,323,0,0,0,0,0,0,0,0,0
2,7f585baba7c2,7f585baba738,1975,16189,0,0,0,0,0,1,0,0,2
2,7f585baba786,7f585baba7a0,1932,16232,0,0,0,0,0,1,0,0,2
2,7f585baba7fa,7f585baba6e0,1811,18130,1,15,0,0,0,1,0,0,32
2,7f585baba7a4,7f585baba7be,2322,15842,0,0,0,0,0,1,0,0,2
3,7f5863b85c2a,7f5863b85a20,0,1,0,0,0,0,0,1,0,0,2
1,7f5863b85c37,7f5863b85b62,0,1,0,0,0,0,0,1,0,0,2
1,7f585b38d84c,7f585b3a05f0,5,3529,0,0,0,0,0,1,0,0,2
3,7f585b38d83b,7f585b3a81f0,2,3532,0,0,0,0,0,1,0,0,2
2,7f5863b85c04,7f5863b85b50,17,77,0,0,0,0,0,9,0,0,18
2,7f585b38d825,0,2,3532,0,0,0,0,0,0,0,0,0
2,7f585b38dcd5,0,1499,8878,0,0,0,0,0,0,0,0,0
3,7f585b38dcc6,7f585b93ee30,75,10302,0,0,0,0,0,385,0,0,770
3,7f585b38dcbb,7f585b37c880,1345,9032,0,0,0,0,0,1,0,0,2
2,7f585b38dcfe,0,864,9513,0,0,0,0,0,0,0,0,0
2,7f585b38d8fd,0,3909,18764,0,0,0,0,1,2,0,0,4
2,7f585b38dce5,0,1499,8878,0,0,0,0,0,0,0,0,0
2,7f585b38d95e,0,5775,16898,0,0,0,0,0,0,0,0,0
2,7f585b38d913,7f585b38d91c,4493,18180,0,0,0,0,0,1,0,0,2
2,7f585b38dd17,0,864,9513,0,0,0,0,0,1,0,0,2
2,7f585b38dd4b,7f585b38dd6c,1045,5922,0,0,0,0,0,1,0,0,2
2,7f585b38dd0a,0,864,9513,0,0,0,0,0,2,0,0,4
2,7f585b38d948,0,5475,17198,0,0,0,0,0,0,0,0,0
2,7f585b38d94e,7f585b38d95a,5775,16898,0,0,0,0,0,1,0,0,2
2,7f585b38dd42,0,1222,5745,0,0,0,0,0,0,0,0,0
2,7f585b38d906,0,3909,18764,0,0,0,0,0,2,0,0,4
2,7f585b38d97d,0,6864,15809,0,0,0,0,1,0,0,0,0
2,7f585b38dd73,7f585b38ddb1,132,6835,0,0,0,0,0,794,0,0,1588
2,7f585b38dd32,7f585b38df70,541,8004,1,22,0,0,0,2,0,0,48
2,7f585b38d974,0,5775,16898,0,0,0,0,0,1,0,0,2
2,7f585b38dd28,7f585b38dd2e,123,10254,0,13,0,0,0,1,0,0,28
2,7f585b38d963,0,5775,16898,0,0,0,0,0,0,0,0,0
1,7f585b38d926,7f585b38d941,5475,17198,0,0,0,0,0,1,0,0,2
7,7f5863b8cd1e,7f5863b876f5,0,18,0,0,0,0,0,0,0,0,0
2,7f585b38d99a,0,8400,14273,0,0,0,0,0,1,0,0,2
1,7f585bb055d0,7f585bb03880,0,1602,0,0,0,0,0,17,0,0,34
2,7f585b38d988,0,6865,15808,0,0,0,0,0,2,0,0,4
2,7f585bb055c2,7f585bb055d0,0,1602,0,1,0,0,0,118,0,0,238
2,7f585bb055b8,7f585bb055c4,118,7130,0,3,0,0,0,1,0,0,8
2,7f585b38d9ac,7f585b38da65,3553,19120,0,0,0,0,0,1,0,0,2
2,7f5863b85a65,7f5863b85a8a,10,5,0,1,0,0,1,0,0,0,2
2,7f5863b85a6b,0,0,5,0,0,0,0,0,0,0,0,0
2,7f5863b85a33,0,27,48,0,0,0,0,0,0,0,0,0
2,7f5863b85a75,0,0,5,0,0,0,0,0,0,0,0,0
2,7f5863b85a7c,0,0,5,0,0,0,0,0,0,0,0,0
2,7f585b38de7a,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f5863b85a45,0,27,48,0,0,0,0,0,0,0,0,0
2,7f5863b85a4b,0,27,48,0,0,0,0,0,0,0,0,0
1,7f585b38da72,7f585b38d780,2089,20584,0,0,0,0,0,1,0,0,2
2,7f585b38de68,0,0,1832,0,0,0,0,0,0,0,0,0
2,7f5863b85a5c,7f5863b85a5e,13,62,2,7,0,0,0,1,0,0,16
1,7f585b38de82,7f585b38dd38,1,1831,0,0,0,0,1,47,0,0,94
2,7f585b38d75f,7f585b38d753,0,608,0,0,0,0,0,1,0,0,2
2,7f585b38d751,7f585b38d753,129,4120,0,1,0,0,0,2,0,0,6
2,7f5863b85b2e,7f5863b85b30,0,410,0,42,0,0,0,7,0,0,98
2,7f5863b85b75,7f5863b85b7f,8,86,0,11,0,0,0,13,0,0,48
2,7f5863b85b39,7f5863b85b25,0,410,0,11,0,0,0,1,0,0,24
2,7f585b38d745,0,215,4034,0,0,0,0,0,0,0,0,0
2,7f585b38d73f,0,215,4034,0,0,0,0,0,0,0,0,0
3,7f585b38df75,7f585b588cd0,2,3408,0,0,0,0,0,1,0,0,2
2,7f5863b85b56,0,17,77,0,1,0,0,0,3,0,0,8
2,7f585b38d79b,0,2106,20880,0,0,0,0,0,4,0,0,8
2,7f5863b85bee,0,17,44,0,0,0,0,0,0,0,0,0
7,7f585b3a4b94,7f585b3bf8c1,1,312,0,0,0,0,0,0,0,0,0
3,7f5863b85bf7,7f5863b85a20,17,44,0,0,0,0,0,1,0,0,2
2,7f585b38df82,7f585b38df8f,0,3410,0,0,0,0,0,1,0,0,2
2,7f5863b85bb8,0,17,77,0,0,0,0,0,2,0,0,4
2,7f585b38d7c6,7f585b38d7f8,3074,16378,0,1,0,0,0,1,0,0,4
3,7f585b38d7bf,7f585b3bf1b0,6072,13380,0,0,0,0,22,79,0,0,158
